Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate,Cases_28_Days,Deaths_28_Days
Australian Capital Territory,Australia,2022-05-27 14:31:54,-35.4735,149.0124,129263,61,,,,30194.58070544265,,,0.0471906113891832,3601,AUS,,,26043,11
New South Wales,Australia,2022-05-27 14:31:54,-33.8688,151.2093,2554405,3121,,,,31465.939886671596,,,0.122181095010384,3602,AUS,,,287801,372
Northern Territory,Australia,2022-05-27 14:31:54,-12.4634,130.8456,71036,49,,,,28923.452768729643,,,0.0689791091840756,3603,AUS,,,8129,6
Queensland,Australia,2022-05-27 14:31:54,-27.4698,153.0251,1164781,1027,,,,22769.641286286776,,,0.088171081087346,3604,AUS,,,178342,164
South Australia,Australia,2022-05-27 14:31:54,-34.9285,138.6007,505292,443,,,,28766.979789353827,,,0.0876720787188398,3605,AUS,,,102754,101
Tasmania,Australia,2022-05-27 14:31:54,-42.8821,147.3272,161419,71,,,,30143.60410830999,,,0.0439849088397276,3606,AUS,,,26827,21
Victoria,Australia,2022-05-27 14:31:54,-37.8136,144.9631,1865386,3359,,,,28135.959818398467,,,0.1800699694326,3607,AUS,,,312739,411
Western Australia,Australia,2022-05-27 14:31:54,-31.9505,115.8605,705723,236,,,,26827.453812818367,,,0.0334408826125831,3608,AUS,,,325314,94
Antwerp,Belgium,2022-05-27 14:31:54,51.2195,4.4024,662720,0,,,,35444.68987500869,,,0.0,5601,BEL,,,14123,0
Brussels,Belgium,2022-05-27 14:31:54,50.8503,4.3517,451671,0,,,,37075.24286787249,,,0.0,5602,BEL,,,8107,0
East Flanders,Belgium,2022-05-27 14:31:54,51.0362,3.7373,554180,0,,,,36333.59667727692,,,0.0,5603,BEL,,,14095,0
Flemish Brabant,Belgium,2022-05-27 14:31:54,50.9167,4.5833,401112,0,,,,34702.98301758976,,,0.0,5604,BEL,,,11282,0
Hainaut,Belgium,2022-05-27 14:31:54,50.5257,4.0621,459449,0,,,,34113.10920376585,,,0.0,5605,BEL,,,10382,0
Liege,Belgium,2022-05-27 14:31:54,50.4496,5.8492,377340,0,,,,34000.72085060371,,,0.0,5606,BEL,,,7077,0
Limburg,Belgium,2022-05-27 14:31:54,50.9739,5.342,307667,0,,,,35066.96148717189,,,0.0,5607,BEL,,,5935,0
Luxembourg,Belgium,2022-05-27 14:31:54,50.0547,5.4677,107447,0,,,,37470.357660975336,,,0.0,5608,BEL,,,2019,0
Namur,Belgium,2022-05-27 14:31:54,50.331,4.8221,178746,0,,,,36049.71038577583,,,0.0,5609,BEL,,,4003,0
Unknown,Belgium,2022-05-27 14:31:54,,,56869,31727,,,,,,,55.7896217622958,5610,BEL,,,983,288
Walloon Brabant,Belgium,2022-05-27 14:31:54,50.4,4.35,152013,0,,,,37439.873503456736,,,0.0,5611,BEL,,,3844,0
West Flanders,Belgium,2022-05-27 14:31:54,51.0536,3.1458,438354,0,,,,36500.75565492175,,,0.0,5612,BEL,,,9270,0
Acre,Brazil,2022-05-27 14:31:54,-9.0238,-70.812,124974,2002,,,,14170.432061319712,,,1.601933202106038,7601,BRA,,,56,0
Alagoas,Brazil,2022-05-27 14:31:54,-9.5713,-36.782,298916,6936,,,,8956.66840556764,,,2.320384322016888,7602,BRA,,,1028,12
Amapa,Brazil,2022-05-27 14:31:54,0.902,-52.003,160419,2133,,,,18968.08796177508,,,1.3296429974005572,7603,BRA,,,28,3
Amazonas,Brazil,2022-05-27 14:31:54,-3.4168,-65.8561,582744,14174,,,,14060.32962915333,,,2.432285875101245,7604,BRA,,,596,2
Bahia,Brazil,2022-05-27 14:31:54,-12.5797,-41.7007,1547761,29922,,,,10406.470381624124,,,1.9332442153536624,7605,BRA,,,5360,67
Ceara,Brazil,2022-05-27 14:31:54,-5.4984,-39.3206,1246105,27057,,,,13645.360891573637,,,2.1713258513528158,7606,BRA,,,1930,165
Distrito Federal,Brazil,2022-05-27 14:31:54,-15.7998,-47.8645,704498,11690,,,,23364.35766240348,,,1.6593375708660636,7607,BRA,,,8132,41
Espirito Santo,Brazil,2022-05-27 14:31:54,-19.1834,-40.3089,1051804,14405,,,,26173.06807012305,,,1.3695517415792295,7608,BRA,,,5406,13
Goias,Brazil,2022-05-27 14:31:54,-15.827,-49.8362,1361029,26625,,,,19392.42449155457,,,1.9562404621797185,7609,BRA,,,33241,178
Maranhao,Brazil,2022-05-27 14:31:54,-4.9609,-45.2744,437483,10888,,,,6183.347111543861,,,2.4887824212597973,7610,BRA,,,5370,7
Mato Grosso,Brazil,2022-05-27 14:31:54,-12.6819,-56.9211,731870,14628,,,,21003.792259703496,,,1.9987156188940656,7611,BRA,,,4388,-226
Mato Grosso do Sul,Brazil,2022-05-27 14:31:54,-20.7722,-54.7852,532936,10565,,,,19177.354617835423,,,1.982414398727052,7612,BRA,,,4139,37
Minas Gerais,Brazil,2022-05-27 14:31:54,-18.5122,-44.555,3398570,61533,,,,16054.624942917146,,,1.8105556160385103,7613,BRA,,,42903,264
Para,Brazil,2022-05-27 14:31:54,-1.9981,-54.9306,774114,18362,,,,8998.3278826298,,,2.372002056544644,7614,BRA,,,9337,109
Paraiba,Brazil,2022-05-27 14:31:54,-7.24,-36.782,604705,10220,,,,15049.424769301717,,,1.690080287082131,7615,BRA,,,2772,12
Parana,Brazil,2022-05-27 14:31:54,-25.2521,-52.0215,2505634,43289,,,,21913.97081517798,,,1.7276665307064,7616,BRA,,,54860,195
Pernambuco,Brazil,2022-05-27 14:31:54,-8.8137,-36.9541,934818,21703,,,,9781.427803560317,,,2.3216283811394303,7617,BRA,,,12830,112
Piaui,Brazil,2022-05-27 14:31:54,-7.7183,-42.7289,368076,7746,,,,11245.049610063708,,,2.104456688292635,7618,BRA,,,48,11
Rio Grande do Norte,Brazil,2022-05-27 14:31:54,-5.4026,-36.9541,505133,8199,,,,14404.168067495271,,,1.6231368768225398,7620,BRA,,,1881,27
Rio Grande do Sul,Brazil,2022-05-27 14:31:54,-30.0346,-51.2177,2414554,39490,,,,21222.67098370703,,,1.635498729786122,7621,BRA,,,82434,211
Rio de Janeiro,Brazil,2022-05-27 14:31:54,-22.9068,-43.1729,2181506,73791,,,,12635.465984451846,,,3.3825714896039707,7619,BRA,,,42067,408
Rondonia,Brazil,2022-05-27 14:31:54,-11.5057,-63.5806,403715,7214,,,,22716.03201620504,,,1.7869041279120172,7622,BRA,,,2187,10
Roraima,Brazil,2022-05-27 14:31:54,-2.7376,-62.0751,155720,2152,,,,25706.50801223585,,,1.3819676342152585,7623,BRA,,,273,4
Santa Catarina,Brazil,2022-05-27 14:31:54,-27.2423,-50.2189,1732937,21834,,,,24186.85661041192,,,1.2599419367236084,7624,BRA,,,31634,65
Sao Paulo,Brazil,2022-05-27 14:31:54,-23.5505,-46.6333,5487134,169118,,,,11949.58109868521,,,3.0820825589460727,7625,BRA,,,106827,978
Sergipe,Brazil,2022-05-27 14:31:54,-10.5741,-37.3857,327417,6347,,,,14243.597239478382,,,1.9385065528057488,7626,BRA,,,352,5
Tocantins,Brazil,2022-05-27 14:31:54,-10.1753,-48.2982,305940,4157,,,,19451.116624048074,,,1.3587631561744131,7627,BRA,,,1513,6
Alberta,Canada,2022-05-27 14:31:54,53.9333,-116.5765,580881,4507,,,,13074.427640275597,,,0.7758904147321052,12401,CAN,,,15829,255
British Columbia,Canada,2022-05-27 14:31:54,53.7267,-127.6476,370559,3469,,,,7105.903288809457,,,0.9361532171664972,12402,CAN,,,7257,322
Diamond Princess,Canada,2022-05-27 14:31:54,,,0,1,,,,,,,,12413,CAN,,,0,0
Grand Princess,Canada,2022-05-27 14:31:54,,,13,0,,,,,,,0.0,12414,CAN,,,0,0
Manitoba,Canada,2022-05-27 14:31:54,53.7609,-98.8139,144140,1928,,,,10416.508583466124,,,1.3375884556681004,12403,CAN,,,3209,136
New Brunswick,Canada,2022-05-27 14:31:54,46.5653,-66.4619,65258,416,,,,8268.61794798695,,,0.6374697355113549,12404,CAN,,,4502,32
Newfoundland and Labrador,Canada,2022-05-27 14:31:54,53.1355,-57.6604,45775,182,,,,8793.533031218723,,,0.397596941561988,12405,CAN,,,1855,20
Northwest Territories,Canada,2022-05-27 14:31:54,64.8255,-124.8457,12046,22,,,,26472.39803094233,,,0.1826332392495434,12406,CAN,,,214,0
Nova Scotia,Canada,2022-05-27 14:31:54,44.682,-63.7443,96477,391,,,,9724.96484569908,,,0.4052779418928864,12407,CAN,,,14482,88
Nunavut,Canada,2022-05-27 14:31:54,70.2998,-83.1076,3531,7,,,,8961.246605588407,,,0.1982441234777683,12416,CAN,,,0,0
Ontario,Canada,2022-05-27 14:31:54,51.2538,-85.3232,1313628,13229,,,,8860.134534120369,,,1.0070583148349457,12408,CAN,,,46441,393
Prince Edward Island,Canada,2022-05-27 14:31:54,46.5107,-63.4168,37578,33,,,,22869.070947796343,,,0.0878173399329394,12409,CAN,,,3308,8
Quebec,Canada,2022-05-27 14:31:54,52.9399,-73.5491,1063738,15390,,,,12362.584904750363,,,1.4467848285950111,12410,CAN,,,24315,439
Repatriated Travellers,Canada,2022-05-27 14:31:54,,,13,0,,,,,,,0.0,,,,,0,0
Saskatchewan,Canada,2022-05-27 14:31:54,52.9399,-106.4509,138343,1376,,,,11725.533206084872,,,0.9946292909652096,12411,CAN,,,2770,69
Yukon,Canada,2022-05-27 14:31:54,64.2823,-135.0,4370,26,,,,10166.100590890055,,,0.5949656750572082,12412,CAN,,,183,1
Antofagasta,Chile,2022-05-27 14:31:54,-23.6509,-70.3975,125411,1768,,,,20642.630700504003,,,1.4097646936871566,15201,CHL,,,2569,9
Araucania,Chile,2022-05-27 14:31:54,-38.9489,-72.3311,218768,2581,,,,22854.420699857088,,,1.179788634535215,15202,CHL,,,2907,15
Arica y Parinacota,Chile,2022-05-27 14:31:54,-18.594,-69.4785,56116,812,,,,24822.61974273228,,,1.4470026373939695,15203,CHL,,,716,3
Atacama,Chile,2022-05-27 14:31:54,-27.5661,-70.0503,67536,590,,,,23373.387230743672,,,0.8736081497275527,15204,CHL,,,1558,7
Aysen,Chile,2022-05-27 14:31:54,-45.9864,-73.7669,25322,185,,,,24546.81168692685,,,0.730590000789827,15205,CHL,,,331,1
Biobio,Chile,2022-05-27 14:31:54,-37.4464,-72.1416,359987,4293,,,,23123.44834452613,,,1.192543064055091,15206,CHL,,,6885,26
Coquimbo,Chile,2022-05-27 14:31:54,-29.959,-71.3389,130131,1682,,,,17177.05976615196,,,1.2925436675350224,15207,CHL,,,3504,14
Los Lagos,Chile,2022-05-27 14:31:54,-41.9198,-72.1416,196330,2326,,,,23691.09505398765,,,1.1847399786074466,15208,CHL,,,1171,17
Los Rios,Chile,2022-05-27 14:31:54,-40.231,-72.3311,107076,1228,,,,27823.72796794487,,,1.1468489670887967,15209,CHL,,,1088,9
Magallanes,Chile,2022-05-27 14:31:54,-52.368,-70.9863,52810,706,,,,31711.432568920274,,,1.336868017420943,15210,CHL,,,1186,5
Maule,Chile,2022-05-27 14:31:54,-35.5183,-71.6885,245034,2927,,,,23449.351643619317,,,1.194528106303615,15211,CHL,,,5689,21
Metropolitana,Chile,2022-05-27 14:31:54,-33.4376,-70.6505,1424024,28384,,,,20020.560093847605,,,1.9932248332893263,15212,CHL,,,63447,141
Nuble,Chile,2022-05-27 14:31:54,-36.7226,-71.7622,102786,1117,,,,21386.615731290924,,,1.0867238729009787,15213,CHL,,,2551,12
OHiggins,Chile,2022-05-27 14:31:54,-34.5755,-71.0022,153772,2527,,,,16813.860292710662,,,1.643342090887808,15214,CHL,,,3782,16
Tarapaca,Chile,2022-05-27 14:31:54,-19.9232,-69.5132,80380,1089,,,,24316.45883627079,,,1.3548146305051008,15215,CHL,,,813,3
Unknown,Chile,2022-05-27 14:31:54,,,43,2,,,,,,,4.651162790697675,15217,CHL,,,0,0
Valparaiso,Chile,2022-05-27 14:31:54,-33.0472,-71.6127,320336,5634,,,,17640.599547772952,,,1.7587782828030567,15216,CHL,,,13709,57
Anhui,China,2022-05-27 14:31:54,31.8257,117.2264,1065,6,,,,1.7451243152005194,,,0.5633802816901409,15601,CHN,,,0,0
Beijing,China,2022-05-27 14:31:54,40.1824,116.4142,3310,9,,,,15.11892219898557,,,0.2719033232628399,15602,CHN,,,1258,0
Chongqing,China,2022-05-27 14:31:54,30.0572,107.874,711,6,,,,2.218120899693546,,,0.8438818565400844,15603,CHN,,,14,0
Fujian,China,2022-05-27 14:31:54,26.0789,117.9874,3220,1,,,,7.751548708878455,,,0.031055900621118,15604,CHN,,,206,0
Gansu,China,2022-05-27 14:31:54,35.7518,104.2861,681,2,,,,2.7218409269031434,,,0.2936857562408223,15605,CHN,,,0,0
Guangdong,China,2022-05-27 14:31:54,23.3417,113.4244,7289,8,,,,5.78434633196339,,,0.1097544244752366,15606,CHN,,,285,0
Guangxi,China,2022-05-27 14:31:54,23.8298,108.7881,1622,2,,,,3.2357937681404945,,,0.1233045622688039,15607,CHN,,,41,0
Guizhou,China,2022-05-27 14:31:54,26.8154,106.8748,185,2,,,,0.4797450598446954,,,1.0810810810810811,15608,CHN,,,6,0
Hainan,China,2022-05-27 14:31:54,19.1959,109.7453,288,6,,,,2.856793693469211,,,2.083333333333333,15609,CHN,,,0,0
Hebei,China,2022-05-27 14:31:54,37.8957,114.9042,2004,7,,,,2.685958568552961,,,0.3493013972055888,15610,CHN,,,6,0
Heilongjiang,China,2022-05-27 14:31:54,47.862,127.7615,2983,13,,,,9.36575120294801,,,0.4358028830036876,15611,CHN,,,47,0
Henan,China,2022-05-27 14:31:54,33.882,113.614,3174,22,,,,3.1942670173141248,,,0.6931316950220542,15612,CHN,,,274,0
Hong Kong,China,2022-05-27 14:31:54,22.3,114.2,1211588,9375,,,,16160.996923030956,,,0.7737778848915638,344,HKG,,,7857,87
Hubei,China,2022-05-27 14:31:54,30.9756,112.2707,68398,4512,,,,118.43285138006964,,,6.596684113570572,15613,CHN,,,0,0
Hunan,China,2022-05-27 14:31:54,27.6104,111.7088,1393,4,,,,2.0964750563715504,,,0.2871500358937545,15614,CHN,,,13,0
Inner Mongolia,China,2022-05-27 14:31:54,44.0935,113.9448,1753,1,,,,7.289237397322276,,,0.0570450656018254,15615,CHN,,,11,0
Jiangsu,China,2022-05-27 14:31:54,32.9711,119.455,2230,0,,,,2.6313300360919363,,,0.0,15616,CHN,,,35,0
Jiangxi,China,2022-05-27 14:31:54,27.614,115.7221,1383,1,,,,3.060504040451764,,,0.0723065798987707,15617,CHN,,,21,0
Jilin,China,2022-05-27 14:31:54,43.6661,126.1923,40289,5,,,,167.3586252873653,,,0.0124103353272605,15618,CHN,,,114,0
Liaoning,China,2022-05-27 14:31:54,41.2956,122.6085,1673,2,,,,3.9280223825430327,,,0.1195457262402869,15619,CHN,,,29,0
Macau,China,2022-05-27 14:31:54,22.1667,113.55,83,0,,,,12.782170258507843,,,0.0,446,MAC,,,1,0
Ningxia,China,2022-05-27 14:31:54,37.2692,106.1655,122,0,,,,1.693820083541428,,,0.0,15620,CHN,,,0,0
Qinghai,China,2022-05-27 14:31:54,35.7452,95.9956,147,0,,,,2.481449477097825,,,0.0,15621,CHN,,,52,0
Shaanxi,China,2022-05-27 14:31:54,35.1917,108.8701,3283,3,,,,8.3052950569277,,,0.091379835516296,15622,CHN,,,6,0
Shandong,China,2022-05-27 14:31:54,36.3427,118.1498,2735,7,,,,2.6938526666280103,,,0.2559414990859232,15623,CHN,,,33,0
Shanghai,China,2022-05-27 14:31:54,31.202,121.4491,62913,595,,,,252.95832739432976,,,0.9457504808227234,15624,CHN,,,12100,303
Shanxi,China,2022-05-27 14:31:54,37.5777,112.2922,420,0,,,,1.2029001579121503,,,0.0,15625,CHN,,,2,0
Sichuan,China,2022-05-27 14:31:54,30.6171,102.7103,2320,3,,,,2.772636648142347,,,0.1293103448275862,15626,CHN,,,305,0
Tianjin,China,2022-05-27 14:31:54,39.3054,117.323,1958,3,,,,14.12086203030735,,,0.153217568947906,15627,CHN,,,155,0
Tibet,China,2022-05-27 14:31:54,31.6927,88.0924,1,0,,,,0.027411529289219,,,0.0,15628,CHN,,,0,0
Unknown,China,2022-05-27 14:31:54,,,978061,0,,,,,,,0.0,15699,CHN,,,264637,0
Xinjiang,China,2022-05-27 14:31:54,41.1129,85.2401,1008,3,,,,3.899066022830811,,,0.2976190476190476,15629,CHN,,,9,0
Yunnan,China,2022-05-27 14:31:54,24.974,101.487,2143,2,,,,4.539362041066632,,,0.0933271115258982,15630,CHN,,,26,0
Zhejiang,China,2022-05-27 14:31:54,29.1832,120.0934,3136,1,,,,4.85692604778732,,,0.0318877551020408,15631,CHN,,,35,0
Amazonas,Colombia,2022-05-27 14:31:54,-1.4429,-71.5724,7576,265,,,,9891.759913303476,,,3.4978880675818376,17001,COL,,,5,0
Antioquia,Colombia,2022-05-27 14:31:54,7.1986,-75.3412,920846,18269,,,,14372.270021610397,,,1.983936510556597,17002,COL,,,2225,11
Arauca,Colombia,2022-05-27 14:31:54,7.0762,-70.7105,16329,535,,,,6228.306391938178,,,3.2763794476085493,17003,COL,,,8,1
Atlantico,Colombia,2022-05-27 14:31:54,10.6966,-74.8741,403090,10131,,,,15897.74393151377,,,2.513334491056588,17004,COL,,,682,2
Bolivar,Colombia,2022-05-27 14:31:54,8.6704,-74.03,197678,3242,,,,9549.154392761737,,,1.6400408745535668,17005,COL,,,317,1
Boyaca,Colombia,2022-05-27 14:31:54,5.4545,-73.362,125354,2786,,,,10297.065163104908,,,2.2225058633948658,17006,COL,,,111,1
Caldas,Colombia,2022-05-27 14:31:54,5.2983,-75.2479,116990,2527,,,,11719.45044101958,,,2.160013676382597,17007,COL,,,47,2
Capital District,Colombia,2022-05-27 14:31:54,4.711,-74.0721,1773819,29376,,,,23929.89148427144,,,1.6560877970074737,17008,COL,,,4820,12
Caqueta,Colombia,2022-05-27 14:31:54,0.8699,-73.8419,25000,1026,,,,6226.820660092804,,,4.104,17009,COL,,,13,0
Casanare,Colombia,2022-05-27 14:31:54,5.7589,-71.5724,41814,1004,,,,9943.781747617146,,,2.4011096761850097,17010,COL,,,109,2
Cauca,Colombia,2022-05-27 14:31:54,2.705,-76.826,72345,1792,,,,4939.951710085709,,,2.4770198355104016,17011,COL,,,51,0
Cesar,Colombia,2022-05-27 14:31:54,9.3373,-73.6536,106653,2672,,,,8883.500725486309,,,2.5053209942523886,17012,COL,,,121,0
Choco,Colombia,2022-05-27 14:31:54,5.2528,-76.826,18598,429,,,,3477.39264732829,,,2.3066996451231314,17013,COL,,,12,0
Cordoba,Colombia,2022-05-27 14:31:54,8.0493,-75.574,119220,3931,,,,6679.803651200174,,,3.297265559469888,17014,COL,,,150,0
Cundinamarca,Colombia,2022-05-27 14:31:54,5.026,-74.03,318727,7290,,,,10918.823182805423,,,2.2872238624277204,17015,COL,,,393,4
Guainia,Colombia,2022-05-27 14:31:54,2.5854,-68.5247,2767,37,,,,5750.924886727355,,,1.3371882905674015,17016,COL,,,2,0
Guaviare,Colombia,2022-05-27 14:31:54,1.0654,-73.2603,5590,105,,,,6753.8995010088565,,,1.8783542039355996,17017,COL,,,1,0
Huila,Colombia,2022-05-27 14:31:54,2.5359,-75.5277,100408,3516,,,,9124.79802542017,,,3.501713010915465,17018,COL,,,57,2
La Guajira,Colombia,2022-05-27 14:31:54,11.3548,-72.5205,56411,1529,,,,6406.264195511947,,,2.710464271152789,17019,COL,,,65,0
Magdalena,Colombia,2022-05-27 14:31:54,10.4113,-74.4057,115176,3624,,,,8584.039005892322,,,3.146488851844134,17020,COL,,,216,1
Meta,Colombia,2022-05-27 14:31:54,3.272,-73.0877,105085,2546,,,,10107.028609570636,,,2.4228005899985727,17021,COL,,,59,5
Narino,Colombia,2022-05-27 14:31:54,1.2892,-77.3579,104433,3318,,,,6404.606425151111,,,3.177156645887794,17022,COL,,,20,3
Norte de Santander,Colombia,2022-05-27 14:31:54,7.9463,-72.8988,119957,5106,,,,8041.689655149297,,,4.256525254883,17023,COL,,,155,3
Putumayo,Colombia,2022-05-27 14:31:54,0.436,-75.5277,20528,776,,,,5895.76715625736,,,3.780202650038971,17024,COL,,,20,0
